,Player_Name,Stats_Span,Matches_Played,Batting_Innings,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Batting_SR,Hundreds_Scored,Fifties_Scored,Ducks,Bowling_Innings,Balls_Bowled,Maidens,Runs_Given,Wickets_Taken,Best_Figures,Bowling_Average,Economy,Bowling_SR,Five_Wicket_Haul,Ten_Wicket_Haul,Catches_Taken,Stumps
574,KDA Lukies,2024-2024,7,3,2,11,5*,11.00,42.30,0,0,0,7,155,2,134,8,4/11,16.75,5.18,19.3,0,0,1,0
575,KDACK Gunarathne,2024-2024,3,3,1,4,3,2.00,22.22,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
576,KH Abe,2024-2024,21,18,2,255,80,15.93,128.14,0,1,2,1,6,0,8,1,1/8,8.00,8.00,6.0,0,0,3,0
577,KIC Asalanka,2024-2024,18,17,2,355,69,23.66,140.31,0,2,3,4,42,0,53,3,2/6,17.66,7.57,14.0,0,0,9,0
578,KJ Ferrary,2024-2024,4,3,2,41,30,41.00,110.81,0,0,0,3,62,0,71,7,3/26,10.14,6.87,8.8,0,0,1,0
579,KK Ahmed,2024-2024,4,1,1,0,0*,0.00,0.00,0,0,0,4,84,0,103,3,2/32,34.33,7.35,28.0,0,0,1,0
580,KK Ahuja,2024-2024,2,2,0,50,43,25.00,98.03,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
581,KK Lin Thu,2024-2024,13,12,0,92,27,7.66,63.01,0,0,0,8,132,0,148,4,2/16,37.00,6.72,33.0,0,0,5,0
582,KM Awala,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
583,KO Altamirano,2024-2024,1,1,0,0,0,0.00,0.00,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
584,KR Mayers,2024-2024,5,5,1,148,36*,37.00,140.95,0,0,0,1,6,0,9,0,0,0.00,9.00,0,0,0,5,0
585,KS Bagabena,2024-2024,7,4,2,7,4*,3.50,36.84,0,0,1,6,102,1,106,3,2/10,35.33,6.23,34.0,0,0,2,0
586,KT Maphaka,2024-2024,3,2,2,4,3*,0.00,50.00,0,0,0,3,59,0,88,1,1/25,88.00,8.94,59.0,0,0,1,0
587,KV Morea,2024-2024,6,3,2,5,3*,5.00,62.50,0,0,1,6,122,0,138,9,2/4,15.33,6.78,13.5,0,0,2,0
588,Kaleem Sana,2024-2024,11,3,2,24,13*,24.00,109.09,0,0,0,10,217,0,257,9,4/26,28.55,7.10,24.1,0,0,5,0
589,Kaleemullah,2024-2024,16,8,2,24,6*,4.00,82.75,0,0,1,16,287,1,358,12,2/15,29.83,7.48,23.9,0,0,0,0
590,Kalyan Manne,2024-2024,1,1,0,5,5,5.00,166.66,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
591,Kamal Raiz,2024-2024,1,1,0,5,5,5.00,50.00,0,0,0,1,24,0,15,1,1/15,15.00,3.75,24.0,0,0,1,0
592,Kamran Ahmadzai,2024-2024,9,9,2,201,56,28.71,179.46,0,1,0,8,113,0,151,6,4/12,25.16,8.01,18.8,0,0,6,0
593,Kamran Khan,2024-2024,4,4,0,83,37,20.75,140.67,0,0,0,1,10,0,42,0,0,0.00,25.20,0,0,0,2,0
594,Kamran Wahid,2024-2024,3,2,2,0,0*,0.00,0.00,0,0,0,2,36,0,60,2,2/34,30.00,10.00,18.0,0,0,0,0
595,Karan KC,2024-2024,20,12,3,88,17,9.77,144.26,0,0,1,20,363,1,490,18,3/35,27.22,8.09,20.1,0,0,6,0
596,Karanbir Singh,2024-2024,9,8,1,233,97,33.28,140.36,0,3,1,7,96,0,143,4,2/32,35.75,8.93,24.0,0,0,4,0
597,Karim Janat,2024-2024,13,11,3,122,28,15.25,128.42,0,0,1,6,78,0,129,3,2/13,43.00,9.92,26.0,0,0,2,0
598,Karma Dorji,2024-2024,5,2,1,4,4*,4.00,100.00,0,0,1,5,66,0,79,1,1/21,79.00,7.18,66.0,0,0,1,0
599,Kashif Abbas,2024-2024,3,3,0,26,17,8.66,144.44,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
600,Kashif Siddique,2024-2024,4,4,0,163,57,40.75,177.17,0,2,0,1,2,0,1,1,1/1,1.00,3.00,2.0,0,0,2,0
601,Kau Qalo,2024-2024,2,2,0,26,26,13.00,86.66,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
602,Kawsar Khan,2024-2024,1,1,0,21,21,21.00,161.53,0,0,0,1,24,0,32,3,3/32,10.66,8.00,8.0,0,0,2,0
603,Khalid Ahmadi,2024-2024,16,9,4,101,25*,20.20,168.33,0,0,1,16,348,0,428,24,3/23,17.83,7.37,14.5,0,0,6,0
604,Khalid Kail,2024-2024,21,18,4,294,55,21.00,110.52,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,1,0
605,Khalid Zahid,2024-2024,4,3,0,39,20,13.00,229.41,0,0,0,4,96,0,131,4,2/27,32.75,8.18,24.0,0,0,2,0
606,Khin Aye,2024-2024,13,12,3,101,24*,11.22,48.55,0,0,2,7,96,0,115,5,2/5,23.00,7.18,19.2,0,0,1,0
607,Khizar Hayat,2024-2024,10,6,5,52,18*,52.00,76.47,0,0,0,8,138,1,158,5,2/19,31.60,6.86,27.6,0,0,2,0
608,Khizer Ahmed,2024-2024,8,8,1,232,57*,33.14,141.46,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,6,2
609,Kim Daeyeon,2024-2024,6,6,1,29,16,5.80,60.41,0,0,1,5,90,0,106,8,3/27,13.25,7.06,11.2,0,0,0,0
610,Kuldeep Yadav,2024-2024,6,0,0,0,0,0.00,0.00,0,0,0,6,138,0,170,11,3/19,15.45,7.39,12.5,0,0,2,0
611,Kulwinderjeet Singh,2024-2024,4,4,0,55,33,13.75,107.84,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
612,Kushal Malla,2024-2024,19,18,3,332,55*,22.13,116.08,0,1,0,9,132,0,173,8,4/33,21.62,7.86,16.5,0,0,6,0
613,L Berthe,2024-2024,5,5,1,10,7,2.50,55.55,0,0,3,1,6,0,14,0,0,0.00,14.00,0,0,0,1,0
614,L Bruce,2024-2024,8,8,1,157,71*,22.42,104.66,0,1,0,7,138,0,182,9,3/24,20.22,7.91,15.3,0,0,4,0
615,L Canessane,2024-2024,10,10,1,171,66,19.00,115.54,0,1,0,0,0,0,0,0,0,0.00,0,0,0,0,3,0
616,L Denny,2024-2024,6,2,0,15,9,7.50,83.33,0,0,0,6,138,0,175,6,2/14,29.16,7.60,23.0,0,0,6,0
617,L Erdenebulgan,2024-2024,13,12,0,20,8,1.66,17.54,0,0,6,11,228,0,365,17,3/29,21.47,9.60,13.4,0,0,3,0
618,L Hermida,2024-2024,2,2,0,39,37,19.50,108.33,0,0,0,2,36,0,61,5,4/38,12.20,10.16,7.2,0,0,2,0
619,L Monanthane,2024-2024,9,7,0,21,7,3.00,37.50,0,0,2,9,114,0,146,3,2/9,48.66,7.68,38.0,0,0,1,0
620,LA Burns,2024-2024,11,4,2,31,24,15.50,100.00,0,0,0,11,258,2,260,18,3/8,14.44,6.04,14.3,0,0,4,0
621,LA Dunbar,2024-2024,6,6,0,93,24,15.50,75.60,0,0,0,1,6,0,7,0,0,0.00,7.00,0,0,0,1,0
622,LB Ferbrache,2024-2024,6,4,2,35,34,17.50,102.94,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,3,0
623,LE Dlamini,2024-2024,2,1,0,0,0,0.00,0.00,0,0,1,1,6,0,7,0,0,0.00,7.00,0,0,0,0,0
624,LF Muller,2024-2024,1,1,0,10,10,10.00,111.11,0,0,0,1,24,0,21,1,1/21,21.00,5.25,24.0,0,0,2,0
625,LH Ferguson,2024-2024,10,5,2,6,4,2.00,46.15,0,0,1,10,227,4,185,20,4/12,9.25,4.88,11.3,0,0,5,0
626,LJ Leokaoke,2024-2024,8,7,1,47,22,7.83,52.80,0,0,0,8,150,0,168,6,2/23,28.00,6.72,25.0,0,0,1,0
627,LJ Myott,2024-2024,4,2,1,4,3,4.00,133.33,0,0,0,4,96,1,83,7,4/11,11.85,5.18,13.7,0,0,2,0
628,LM Gabriel,2024-2024,10,10,0,93,33,9.30,67.39,0,0,1,6,72,0,106,2,1/19,53.00,8.83,36.0,0,0,3,0
629,LM Jongwe,2024-2024,10,9,2,81,33,11.57,115.71,0,0,0,9,176,0,286,10,3/20,28.60,9.75,17.6,0,0,1,0
630,LS Barkania,2024-2024,5,1,1,9,9*,0.00,56.25,0,0,0,5,83,0,42,10,4/6,4.20,3.03,8.3,0,0,1,0
